sample	locus	read_count	molecule_count
T21-10-1_S4_R1_001	chr2_198064874	3457	508
T21-10-1_S4_R1_001	chr2_199463719	3733	600
T21-10-1_S4_R1_001	chr2_202868115	4052	542
T21-10-1_S4_R1_001	chr2_20646683	3469	569
T21-10-1_S4_R1_001	chr2_21608302	2920	530
T21-10-1_S4_R1_001	chr2_216848171	4101	610
T21-10-1_S4_R1_001	chr2_218819411	3596	525
T21-10-1_S4_R1_001	chr2_223957413	4653	794
T21-10-1_S4_R1_001	chr2_225082160	4125	595
T21-10-1_S4_R1_001	chr2_227759997	3494	543
T21-10-1_S4_R1_001	chr2_230722965	3962	565
T21-10-1_S4_R1_001	chr2_232372794	140	24
T21-10-1_S4_R1_001	chr2_233308485	4189	584
T21-10-1_S4_R1_001	chr2_23401307	3290	790
T21-10-1_S4_R1_001	chr2_235577831	3383	484
T21-10-1_S4_R1_001	chr2_237660339	2475	368
T21-10-1_S4_R1_001	chr2_238789650	3192	477
T21-10-1_S4_R1_001	chr2_239581665	3497	581
T21-10-1_S4_R1_001	chr2_240800370	3703	638
T21-10-1_S4_R1_001	chr2_24425782	3872	809
T21-10-1_S4_R1_001	chr2_24739837	3498	497
T21-10-1_S4_R1_001	chr2_2795811	3247	564
T21-10-1_S4_R1_001	chr2_30766193	3986	652
T21-10-1_S4_R1_001	chr2_31198935	3920	576
T21-10-1_S4_R1_001	chr2_3323538	3388	526
T21-10-1_S4_R1_001	chr2_39665236	3167	464
T21-10-1_S4_R1_001	chr2_42844903	3403	485
T21-10-1_S4_R1_001	chr2_46512548	3920	641
T21-10-1_S4_R1_001	chr2_47653669	2677	375
T21-10-1_S4_R1_001	chr2_59344696	3225	614
T21-10-1_S4_R1_001	chr2_68077544	3757	560
T21-10-1_S4_R1_001	chr2_70411829	4160	667
T21-10-1_S4_R1_001	chr2_71830719	3338	479
T21-10-1_S4_R1_001	chr2_78404591	3714	510
T21-10-1_S4_R1_001	chr2_82461489	3806	547
T21-10-1_S4_R1_001	chr2_88350766	3755	574
T21-10-1_S4_R1_001	chr2_94878207	2987	447
T21-10-1_S4_R1_001	chr2_96661714	3493	484
T21-10-1_S4_R1_001	chr3_10115503	2711	425
T21-10-1_S4_R1_001	chr3_102471124	3821	554
T21-10-1_S4_R1_001	chr3_108590104	3452	548
T21-10-1_S4_R1_001	chr3_115933119	3119	491
T21-10-1_S4_R1_001	chr3_11643325	3835	586
T21-10-1_S4_R1_001	chr3_123028610	3334	510
T21-10-1_S4_R1_001	chr3_126158628	4443	676
T21-10-1_S4_R1_001	chr3_128496786	3997	683
T21-10-1_S4_R1_001	chr3_129975369	3837	709
T21-10-1_S4_R1_001	chr3_13021664	3283	472
T21-10-1_S4_R1_001	chr3_132904228	2901	433
T21-10-1_S4_R1_001	chr3_135013488	2852	430
T21-10-1_S4_R1_001	chr3_138920203	3531	524
T21-10-1_S4_R1_001	chr3_139536560	4035	515
T21-10-1_S4_R1_001	chr3_141077108	3311	495
T21-10-1_S4_R1_001	chr3_142579019	3619	524
T21-10-1_S4_R1_001	chr3_14401969	4291	604
T21-10-1_S4_R1_001	chr3_14729485	3428	522
T21-10-1_S4_R1_001	chr3_147405373	3380	763
T21-10-1_S4_R1_001	chr3_150409527	3474	640
T21-10-1_S4_R1_001	chr3_15332827	3522	487
T21-10-1_S4_R1_001	chr3_155744602	3307	544
T21-10-1_S4_R1_001	chr3_158103833	3486	505
T21-10-1_S4_R1_001	chr3_16878779	3307	537
T21-10-1_S4_R1_001	chr3_169661783	3159	461
T21-10-1_S4_R1_001	chr3_171977552	3609	650
T21-10-1_S4_R1_001	chr3_178480430	3032	470
T21-10-1_S4_R1_001	chr3_182242046	3566	556
T21-10-1_S4_R1_001	chr3_184260793	3407	470
T21-10-1_S4_R1_001	chr3_186000600	3844	568
T21-10-1_S4_R1_001	chr3_188214075	3845	524
T21-10-1_S4_R1_001	chr3_194304458	2820	441
T21-10-1_S4_R1_001	chr3_195867678	1116	169
T21-10-1_S4_R1_001	chr3_20111719	3247	435
T21-10-1_S4_R1_001	chr3_24182831	3605	479
T21-10-1_S4_R1_001	chr3_25782941	3599	575
T21-10-1_S4_R1_001	chr3_27720641	3929	623
T21-10-1_S4_R1_001	chr3_3027789	3654	502
T21-10-1_S4_R1_001	chr3_32238102	3555	527
T21-10-1_S4_R1_001	chr3_32384446	4012	662
T21-10-1_S4_R1_001	chr3_3731695	1948	271
T21-10-1_S4_R1_001	chr3_40453126	4484	663
T21-10-1_S4_R1_001	chr3_43290099	3751	540
T21-10-1_S4_R1_001	chr3_45046133	3626	536
T21-10-1_S4_R1_001	chr3_46488803	3468	512
T21-10-1_S4_R1_001	chr3_47282335	3670	580
T21-10-1_S4_R1_001	chr3_4867857	3725	580
T21-10-1_S4_R1_001	chr3_49014085	4131	643
T21-10-1_S4_R1_001	chr3_50337481	3692	564
T21-10-1_S4_R1_001	chr3_53098154	3855	587
T21-10-1_S4_R1_001	chr3_53515458	3628	538
T21-10-1_S4_R1_001	chr3_56683639	3625	629
T21-10-1_S4_R1_001	chr3_58042820	3893	601
T21-10-1_S4_R1_001	chr3_60912347	3825	556
T21-10-1_S4_R1_001	chr3_67380028	3601	537
T21-10-1_S4_R1_001	chr3_7146517	3726	560
T21-10-1_S4_R1_001	chr3_72848124	3641	560
T21-10-1_S4_R1_001	chr3_84958783	2623	458
T21-10-1_S4_R1_001	chr3_86345977	4333	671
T21-10-1_S4_R1_001	chr3_99795987	3028	453
T21-10-1_S4_R1_001	unmatched	594395	44356
T21-10-2_S5_R1_001	chr2_100955305	2135	444
T21-10-2_S5_R1_001	chr2_101085535	2029	412
T21-10-2_S5_R1_001	chr2_102305387	1396	264
T21-10-2_S5_R1_001	chr2_103792960	2529	518
T21-10-2_S5_R1_001	chr2_104792858	2218	417
T21-10-2_S5_R1_001	chr2_108565153	2361	473
T21-10-2_S5_R1_001	chr2_112647051	2475	615
T21-10-2_S5_R1_001	chr2_11406302	2203	442
T21-10-2_S5_R1_001	chr21_14788887	2576	470
T21-10-2_S5_R1_001	chr21_14853307	2162	392
T21-10-2_S5_R1_001	chr2_115162453	2292	498
T21-10-2_S5_R1_001	chr2_115162508	0	0
T21-10-2_S5_R1_001	chr21_15494467	2702	714
T21-10-2_S5_R1_001	chr21_15967507	2308	451
T21-10-2_S5_R1_001	chr21_16486166	2937	628
T21-10-2_S5_R1_001	chr2_118224692	2503	599
T21-10-2_S5_R1_001	chr21_18477249	2589	487
T21-10-2_S5_R1_001	chr21_18745264	2227	424
T21-10-2_S5_R1_001	chr21_20262845	1761	335
T21-10-2_S5_R1_001	chr2_120868127	2367	627
T21-10-2_S5_R1_001	chr21_21027729	1779	331
T21-10-2_S5_R1_001	chr21_23049826	2409	498
T21-10-2_S5_R1_001	chr21_24075508	2266	397
T21-10-2_S5_R1_001	chr21_24738544	2467	473
T21-10-2_S5_R1_001	chr21_24844831	2885	630
T21-10-2_S5_R1_001	chr2_125311103	2116	408
T21-10-2_S5_R1_001	chr21_25447962	2251	400
T21-10-2_S5_R1_001	chr21_25930186	2167	419
T21-10-2_S5_R1_001	chr21_26206777	2629	528
T21-10-2_S5_R1_001	chr21_26381471	2415	443
T21-10-2_S5_R1_001	chr21_26966048	2671	469
T21-10-2_S5_R1_001	chr21_27008952	1968	452
T21-10-2_S5_R1_001	chr21_28545265	2169	436
T21-10-2_S5_R1_001	chr21_29073899	2642	587
T21-10-2_S5_R1_001	chr21_29121792	2811	519
T21-10-2_S5_R1_001	chr21_29364391	1433	286
T21-10-2_S5_R1_001	chr21_31120259	2725	597
T21-10-2_S5_R1_001	chr21_31423663	2780	471
T21-10-2_S5_R1_001	chr21_31657263	2511	475
T21-10-2_S5_R1_001	chr21_31658073	0	0
T21-10-2_S5_R1_001	chr21_31779400	2669	556
T21-10-2_S5_R1_001	chr21_31956365	2282	427
T21-10-2_S5_R1_001	chr21_32338779	2655	545
T21-10-2_S5_R1_001	chr21_32476741	3046	656
T21-10-2_S5_R1_001	chr21_32848925	1362	304
T21-10-2_S5_R1_001	chr21_32881012	3200	769
T21-10-2_S5_R1_001	chr21_33024001	2536	483
T21-10-2_S5_R1_001	chr21_33047975	2589	466
T21-10-2_S5_R1_001	chr21_33127293	2197	464
T21-10-2_S5_R1_001	chr21_33533637	2695	521
T21-10-2_S5_R1_001	chr21_33550726	2385	482
T21-10-2_S5_R1_001	chr21_33588250	2265	456
T21-10-2_S5_R1_001	chr21_33880709	2678	473
T21-10-2_S5_R1_001	chr21_33915819	2559	649
T21-10-2_S5_R1_001	chr21_34074498	2757	669
T21-10-2_S5_R1_001	chr21_34761453	2639	556
T21-10-2_S5_R1_001	chr21_35048563	3004	487
T21-10-2_S5_R1_001	chr2_135073864	2235	449
T21-10-2_S5_R1_001	chr21_35205270	2735	491
T21-10-2_S5_R1_001	chr2_135789621	2519	510
T21-10-2_S5_R1_001	chr21_36278065	2843	548
T21-10-2_S5_R1_001	chr21_36460959	2534	498
T21-10-2_S5_R1_001	chr21_36708786	2634	486
T21-10-2_S5_R1_001	chr21_36756660	2688	505
T21-10-2_S5_R1_001	chr21_36881369	2366	422
T21-10-2_S5_R1_001	chr21_37006742	2666	548
T21-10-2_S5_R1_001	chr21_38567086	2686	922
T21-10-2_S5_R1_001	chr21_38759623	2737	471
T21-10-2_S5_R1_001	chr21_39062244	2392	451
T21-10-2_S5_R1_001	chr21_39444854	2642	660
T21-10-2_S5_R1_001	chr21_40016085	2783	505
T21-10-2_S5_R1_001	chr21_40178954	3068	550
T21-10-2_S5_R1_001	chr21_40426887	2307	444
T21-10-2_S5_R1_001	chr21_40995931	2417	469
T21-10-2_S5_R1_001	chr21_41225949	2603	509
T21-10-2_S5_R1_001	chr21_41506859	1983	394
T21-10-2_S5_R1_001	chr21_41724413	3283	662
T21-10-2_S5_R1_001	chr21_41768876	2051	370
T21-10-2_S5_R1_001	chr21_41943683	2327	438
T21-10-2_S5_R1_001	chr21_42090223	2595	535
T21-10-2_S5_R1_001	chr21_42138015	2894	600
T21-10-2_S5_R1_001	chr21_42219346	2644	565
T21-10-2_S5_R1_001	chr21_42254610	2295	611
T21-10-2_S5_R1_001	chr21_42344471	2518	537
T21-10-2_S5_R1_001	chr21_42360636	2257	457
T21-10-2_S5_R1_001	chr21_42658507	3260	684
T21-10-2_S5_R1_001	chr21_43273281	2995	622
T21-10-2_S5_R1_001	chr21_43303475	2810	646
T21-10-2_S5_R1_001	chr21_43319469	2757	551
T21-10-2_S5_R1_001	chr21_43770202	2681	627
T21-10-2_S5_R1_001	chr21_43812691	2078	530
T21-10-2_S5_R1_001	chr21_43856906	2937	556
T21-10-2_S5_R1_001	chr21_43957875	2132	498
T21-10-2_S5_R1_001	chr21_43982821	2488	606
T21-10-2_S5_R1_001	chr21_44326763	2466	564
T21-10-2_S5_R1_001	chr21_44504844	2431	511
T21-10-2_S5_R1_001	chr21_44527351	2455	540
T21-10-2_S5_R1_001	chr21_44664502	2477	446
T21-10-2_S5_R1_001	chr21_44708346	2542	500
T21-10-2_S5_R1_001	chr21_44711236	2651	545
T21-10-2_S5_R1_001	chr21_44771421	2743	500
T21-10-2_S5_R1_001	chr21_44855283	2925	544
T21-10-2_S5_R1_001	chr21_45027814	2645	497
T21-10-2_S5_R1_001	chr21_45056373	2405	508
T21-10-2_S5_R1_001	chr2_145245523	2343	424
T21-10-2_S5_R1_001	chr21_45254594	1112	199
T21-10-2_S5_R1_001	chr21_45282802	2765	617
T21-10-2_S5_R1_001	chr21_45828339	2395	556
T21-10-2_S5_R1_001	chr21_45982832	2706	625
T21-10-2_S5_R1_001	chr21_46125933	2452	556
T21-10-2_S5_R1_001	chr21_46126070	214	33
T21-10-2_S5_R1_001	chr21_46370078	2592	497
T21-10-2_S5_R1_001	chr21_46377989	2249	527
T21-10-2_S5_R1_001	chr21_46415136	2170	418
T21-10-2_S5_R1_001	chr21_46667540	2256	483
T21-10-2_S5_R1_001	chr2_152334950	2611	508
T21-10-2_S5_R1_001	chr2_15474108	2500	668
T21-10-2_S5_R1_001	chr2_158212563	2408	487
T21-10-2_S5_R1_001	chr2_163017782	2342	498
T21-10-2_S5_R1_001	chr2_167231349	2342	429
T21-10-2_S5_R1_001	chr2_17124032	2368	498
T21-10-2_S5_R1_001	chr2_176099389	2168	469
T21-10-2_S5_R1_001	chr2_177249947	2084	377
T21-10-2_S5_R1_001	chr2_178250714	1651	358
T21-10-2_S5_R1_001	chr2_17931415	2411	493
T21-10-2_S5_R1_001	chr2_190246811	2250	427
T21-10-2_S5_R1_001	chr2_190952120	1878	396
T21-10-2_S5_R1_001	chr2_19240391	2292	421
T21-10-2_S5_R1_001	chr2_197051977	2593	473
T21-10-2_S5_R1_001	chr2_198064874	2297	431
T21-10-2_S5_R1_001	chr2_199463719	2567	535
T21-10-2_S5_R1_001	chr2_202868115	2001	357
T21-10-2_S5_R1_001	chr2_20646683	2182	476
T21-10-2_S5_R1_001	chr2_21608302	2098	473
T21-10-2_S5_R1_001	chr2_216848171	2485	484
T21-10-2_S5_R1_001	chr2_218819411	2119	419
T21-10-2_S5_R1_001	chr2_223957413	2738	593
T21-10-2_S5_R1_001	chr2_225082160	2483	469
T21-10-2_S5_R1_001	chr2_227759997	2607	525
T21-10-2_S5_R1_001	chr2_230722965	2841	498
T21-10-2_S5_R1_001	chr2_232372794	101	25
T21-10-2_S5_R1_001	chr2_233308485	2688	478
T21-10-2_S5_R1_001	chr2_23401307	2255	638
T21-10-2_S5_R1_001	chr2_235577831	2313	454
T21-10-2_S5_R1_001	chr2_237660339	2067	392
T21-10-2_S5_R1_001	chr2_238789650	2211	409
T21-10-2_S5_R1_001	chr2_239581665	2617	539
T21-10-2_S5_R1_001	chr2_240800370	2511	563
T21-10-2_S5_R1_001	chr2_24425782	2789	731
T21-10-2_S5_R1_001	chr2_24739837	2373	435
T21-10-2_S5_R1_001	chr2_2795811	2304	503
T21-10-2_S5_R1_001	chr2_30766193	3038	613
T21-10-2_S5_R1_001	chr2_31198935	2931	549
T21-10-2_S5_R1_001	chr2_3323538	2206	446
T21-10-2_S5_R1_001	chr2_39665236	2289	436
T21-10-2_S5_R1_001	chr2_42844903	2471	480
T21-10-2_S5_R1_001	chr2_46512548	2613	543
T21-10-2_S5_R1_001	chr2_47653669	2054	380
T21-10-2_S5_R1_001	chr2_59344696	2233	519
T21-10-2_S5_R1_001	chr2_68077544	1979	411
T21-10-2_S5_R1_001	chr2_70411829	2882	578
T21-10-2_S5_R1_001	chr2_71830719	2205	407
T21-10-2_S5_R1_001	chr2_78404591	2333	422
T21-10-2_S5_R1_001	chr2_82461489	2536	453
T21-10-2_S5_R1_001	chr2_88350766	2469	507
T21-10-2_S5_R1_001	chr2_94878207	2391	450
T21-10-2_S5_R1_001	chr2_96661714	2516	434
T21-10-2_S5_R1_001	chr3_10115503	2038	415
T21-10-2_S5_R1_001	chr3_102471124	2549	494
T21-10-2_S5_R1_001	chr3_108590104	2048	440
T21-10-2_S5_R1_001	chr3_115933119	2300	491
T21-10-2_S5_R1_001	chr3_11643325	2757	544
T21-10-2_S5_R1_001	chr3_123028610	2247	449
T21-10-2_S5_R1_001	chr3_126158628	3008	554
T21-10-2_S5_R1_001	chr3_128496786	2791	636
T21-10-2_S5_R1_001	chr3_129975369	2480	542
T21-10-2_S5_R1_001	chr3_13021664	2422	439
T21-10-2_S5_R1_001	chr3_132904228	2501	478
T21-10-2_S5_R1_001	chr3_135013488	2356	446
T21-10-2_S5_R1_001	chr3_138920203	2603	496
T21-10-2_S5_R1_001	chr3_139536560	2862	488
T21-10-2_S5_R1_001	chr3_141077108	2246	459
T21-10-2_S5_R1_001	chr3_142579019	2150	409
T21-10-2_S5_R1_001	chr3_14401969	2355	417
T21-10-2_S5_R1_001	chr3_14729485	2155	434
T21-10-2_S5_R1_001	chr3_147405373	2192	638
T21-10-2_S5_R1_001	chr3_150409527	2666	628
T21-10-2_S5_R1_001	chr3_15332827	2197	407
T21-10-2_S5_R1_001	chr3_155744602	2366	466
T21-10-2_S5_R1_001	chr3_158103833	2188	456
T21-10-2_S5_R1_001	chr3_16878779	2610	534
T21-10-2_S5_R1_001	chr3_169661783	2169	428
T21-10-2_S5_R1_001	chr3_171977552	2192	528
T21-10-2_S5_R1_001	chr3_178480430	2029	408
T21-10-2_S5_R1_001	chr3_182242046	2402	482
T21-10-2_S5_R1_001	chr3_184260793	2497	469
T21-10-2_S5_R1_001	chr3_186000600	2393	443
T21-10-2_S5_R1_001	chr3_188214075	2710	489
T21-10-2_S5_R1_001	chr3_194304458	2081	456
T21-10-2_S5_R1_001	chr3_195867678	964	198
T21-10-2_S5_R1_001	chr3_20111719	2277	409
T21-10-2_S5_R1_001	chr3_24182831	2595	473
T21-10-2_S5_R1_001	chr3_25782941	2324	470
T21-10-2_S5_R1_001	chr3_27720641	2707	529
T21-10-2_S5_R1_001	chr3_3027789	2649	482
T21-10-2_S5_R1_001	chr3_32238102	2231	427
T21-10-2_S5_R1_001	chr3_32384446	2560	561
T21-10-2_S5_R1_001	chr3_3731695	1198	236
T21-10-2_S5_R1_001	chr3_40453126	2826	526
T21-10-2_S5_R1_001	chr3_43290099	2692	504
T21-10-2_S5_R1_001	chr3_45046133	2553	524
T21-10-2_S5_R1_001	chr3_46488803	2255	446
T21-10-2_S5_R1_001	chr3_47282335	2648	546
T21-10-2_S5_R1_001	chr3_4867857	2605	534
T21-10-2_S5_R1_001	chr3_49014085	2841	573
T21-10-2_S5_R1_001	chr3_50337481	2663	508
T21-10-2_S5_R1_001	chr3_53098154	2534	523
T21-10-2_S5_R1_001	chr3_53515458	2484	492
T21-10-2_S5_R1_001	chr3_56683639	2530	568
T21-10-2_S5_R1_001	chr3_58042820	2538	528
T21-10-2_S5_R1_001	chr3_60912347	2295	450
T21-10-2_S5_R1_001	chr3_67380028	2446	473
T21-10-2_S5_R1_001	chr3_7146517	2719	499
T21-10-2_S5_R1_001	chr3_72848124	2656	509
T21-10-2_S5_R1_001	chr3_84958783	2112	482
T21-10-2_S5_R1_001	chr3_86345977	2577	514
T21-10-2_S5_R1_001	chr3_99795987	2569	505
T21-10-2_S5_R1_001	unmatched	368546	39586
T21-10-3_S6_R1_001	chr2_100955305	2338	430
T21-10-3_S6_R1_001	chr2_101085535	2741	453
T21-10-3_S6_R1_001	chr2_102305387	1865	303
T21-10-3_S6_R1_001	chr2_103792960	2904	485
T21-10-3_S6_R1_001	chr2_104792858	2557	440
T21-10-3_S6_R1_001	chr2_108565153	2920	490
T21-10-3_S6_R1_001	chr2_112647051	2802	556
T21-10-3_S6_R1_001	chr2_11406302	2927	467
T21-10-3_S6_R1_001	chr21_14788887	3088	476
T21-10-3_S6_R1_001	chr21_14853307	2747	439
T21-10-3_S6_R1_001	chr2_115162453	2819	533
T21-10-3_S6_R1_001	chr2_115162508	0	0
T21-10-3_S6_R1_001	chr21_15494467	3324	709
T21-10-3_S6_R1_001	chr21_15967507	2408	411
T21-10-3_S6_R1_001	chr21_16486166	3786	696
T21-10-3_S6_R1_001	chr2_118224692	3190	651
T21-10-3_S6_R1_001	chr21_18477249	2902	471
T21-10-3_S6_R1_001	chr21_18745264	2944	462
T21-10-3_S6_R1_001	chr21_20262845	2287	387
T21-10-3_S6_R1_001	chr2_120868127	2932	653
T21-10-3_S6_R1_001	chr21_21027729	2391	393
T21-10-3_S6_R1_001	chr21_23049826	3568	578
T21-10-3_S6_R1_001	chr21_24075508	2807	437
T21-10-3_S6_R1_001	chr21_24738544	3130	470
T21-10-3_S6_R1_001	chr21_24844831	3246	605
T21-10-3_S6_R1_001	chr2_125311103	2805	468
T21-10-3_S6_R1_001	chr21_25447962	2400	379
T21-10-3_S6_R1_001	chr21_25930186	2648	460
T21-10-3_S6_R1_001	chr21_26206777	2913	532
T21-10-3_S6_R1_001	chr21_26381471	2629	410
T21-10-3_S6_R1_001	chr21_26966048	3454	525
T21-10-3_S6_R1_001	chr21_27008952	2378	406
T21-10-3_S6_R1_001	chr21_28545265	2923	475
T21-10-3_S6_R1_001	chr21_29073899	3284	610
T21-10-3_S6_R1_001	chr21_29121792	3174	497
T21-10-3_S6_R1_001	chr21_29364391	1511	276
T21-10-3_S6_R1_001	chr21_31120259	2904	554
T21-10-3_S6_R1_001	chr21_31423663	3050	477
T21-10-3_S6_R1_001	chr21_31657263	3271	533
T21-10-3_S6_R1_001	chr21_31658073	8	2
T21-10-3_S6_R1_001	chr21_31779400	3448	621
T21-10-3_S6_R1_001	chr21_31956365	2969	469
T21-10-3_S6_R1_001	chr21_32338779	3188	548
T21-10-3_S6_R1_001	chr21_32476741	3338	640
T21-10-3_S6_R1_001	chr21_32848925	1418	278
T21-10-3_S6_R1_001	chr21_32881012	3412	652
T21-10-3_S6_R1_001	chr21_33024001	3078	514
T21-10-3_S6_R1_001	chr21_33047975	3342	525
T21-10-3_S6_R1_001	chr21_33127293	3080	530
T21-10-3_S6_R1_001	chr21_33533637	3157	535
T21-10-3_S6_R1_001	chr21_33550726	2979	498
T21-10-3_S6_R1_001	chr21_33588250	2880	479
T21-10-3_S6_R1_001	chr21_33880709	3162	503
T21-10-3_S6_R1_001	chr21_33915819	3184	612
T21-10-3_S6_R1_001	chr21_34074498	2878	599
T21-10-3_S6_R1_001	chr21_34761453	2919	521
T21-10-3_S6_R1_001	chr21_35048563	3764	551
T21-10-3_S6_R1_001	chr2_135073864	3139	533
T21-10-3_S6_R1_001	chr21_35205270	3075	468
T21-10-3_S6_R1_001	chr2_135789621	2730	488
T21-10-3_S6_R1_001	chr21_36278065	3549	581
T21-10-3_S6_R1_001	chr21_36460959	3348	550
T21-10-3_S6_R1_001	chr21_36708786	2914	480
T21-10-3_S6_R1_001	chr21_36756660	2868	496
T21-10-3_S6_R1_001	chr21_36881369	2606	448
T21-10-3_S6_R1_001	chr21_37006742	3418	613
T21-10-3_S6_R1_001	chr21_38567086	2850	793
T21-10-3_S6_R1_001	chr21_38759623	3268	486
T21-10-3_S6_R1_001	chr21_39062244	2637	427
T21-10-3_S6_R1_001	chr21_39444854	3027	626
T21-10-3_S6_R1_001	chr21_40016085	3043	488
T21-10-3_S6_R1_001	chr21_40178954	3047	501
T21-10-3_S6_R1_001	chr21_40426887	3113	503
T21-10-3_S6_R1_001	chr21_40995931	2704	481
T21-10-3_S6_R1_001	chr21_41225949	2967	536
T21-10-3_S6_R1_001	chr21_41506859	2595	433
T21-10-3_S6_R1_001	chr21_41724413	3703	666
T21-10-3_S6_R1_001	chr21_41768876	2861	439
T21-10-3_S6_R1_001	chr21_41943683	2470	412
T21-10-3_S6_R1_001	chr21_42090223	2998	529
T21-10-3_S6_R1_001	chr21_42138015	2893	510
T21-10-3_S6_R1_001	chr21_42219346	3724	656
T21-10-3_S6_R1_001	chr21_42254610	2795	595
T21-10-3_S6_R1_001	chr21_42344471	3008	571
T21-10-3_S6_R1_001	chr21_42360636	2763	478
T21-10-3_S6_R1_001	chr21_42658507	3415	644
T21-10-3_S6_R1_001	chr21_43273281	3317	580
T21-10-3_S6_R1_001	chr21_43303475	3104	610
T21-10-3_S6_R1_001	chr21_43319469	3686	637
T21-10-3_S6_R1_001	chr21_43770202	3036	588
T21-10-3_S6_R1_001	chr21_43812691	2344	487
T21-10-3_S6_R1_001	chr21_43856906	3509	545
T21-10-3_S6_R1_001	chr21_43957875	3154	592
T21-10-3_S6_R1_001	chr21_43982821	2835	600
T21-10-3_S6_R1_001	chr21_44326763	3144	585
T21-10-3_S6_R1_001	chr21_44504844	2992	493
T21-10-3_S6_R1_001	chr21_44527351	3036	532
T21-10-3_S6_R1_001	chr21_44664502	2870	468
T21-10-3_S6_R1_001	chr21_44708346	3014	510
T21-10-3_S6_R1_001	chr21_44711236	2963	508
T21-10-3_S6_R1_001	chr21_44771421	3034	528
T21-10-3_S6_R1_001	chr21_44855283	3150	519
T21-10-3_S6_R1_001	chr21_45027814	3087	522
T21-10-3_S6_R1_001	chr21_45056373	3264	535
T21-10-3_S6_R1_001	chr2_145245523	2949	465
T21-10-3_S6_R1_001	chr21_45254594	1517	237
T21-10-3_S6_R1_001	chr21_45282802	3209	606
T21-10-3_S6_R1_001	chr21_45828339	2926	541
T21-10-3_S6_R1_001	chr21_45982832	3430	664
T21-10-3_S6_R1_001	chr21_46125933	3087	553
T21-10-3_S6_R1_001	chr21_46126070	185	38
T21-10-3_S6_R1_001	chr21_46370078	3107	508
T21-10-3_S6_R1_001	chr21_46377989	2495	481
T21-10-3_S6_R1_001	chr21_46415136	2706	448
T21-10-3_S6_R1_001	chr21_46667540	2690	492
T21-10-3_S6_R1_001	chr2_152334950	2775	466
T21-10-3_S6_R1_001	chr2_15474108	2934	622
T21-10-3_S6_R1_001	chr2_158212563	3230	564
T21-10-3_S6_R1_001	chr2_163017782	2578	456
T21-10-3_S6_R1_001	chr2_167231349	2903	451
T21-10-3_S6_R1_001	chr2_17124032	2562	470
T21-10-3_S6_R1_001	chr2_176099389	2651	513
T21-10-3_S6_R1_001	chr2_177249947	2361	393
T21-10-3_S6_R1_001	chr2_178250714	2371	381
T21-10-3_S6_R1_001	chr2_17931415	2958	505
T21-10-3_S6_R1_001	chr2_190246811	2806	453
T21-10-3_S6_R1_001	chr2_190952120	2045	390
T21-10-3_S6_R1_001	chr2_19240391	2720	445
T21-10-3_S6_R1_001	chr2_197051977	2715	463
T21-10-3_S6_R1_001	chr2_198064874	2723	428
T21-10-3_S6_R1_001	chr2_199463719	3210	555
T21-10-3_S6_R1_001	chr2_202868115	3012	447
T21-10-3_S6_R1_001	chr2_20646683	2661	473
T21-10-3_S6_R1_001	chr2_21608302	2389	455
T21-10-3_S6_R1_001	chr2_216848171	2948	498
T21-10-3_S6_R1_001	chr2_218819411	2724	443
T21-10-3_S6_R1_001	chr2_223957413	3342	613
T21-10-3_S6_R1_001	chr2_225082160	2734	448
T21-10-3_S6_R1_001	chr2_227759997	2843	490
T21-10-3_S6_R1_001	chr2_230722965	3229	495
T21-10-3_S6_R1_001	chr2_232372794	129	24
T21-10-3_S6_R1_001	chr2_233308485	3144	490
T21-10-3_S6_R1_001	chr2_23401307	2586	619
T21-10-3_S6_R1_001	chr2_235577831	2760	458
T21-10-3_S6_R1_001	chr2_237660339	2485	410
T21-10-3_S6_R1_001	chr2_238789650	2884	473
T21-10-3_S6_R1_001	chr2_239581665	2886	540
T21-10-3_S6_R1_001	chr2_240800370	3198	585
T21-10-3_S6_R1_001	chr2_24425782	3464	741
T21-10-3_S6_R1_001	chr2_24739837	2567	400
T21-10-3_S6_R1_001	chr2_2795811	2782	510
T21-10-3_S6_R1_001	chr2_30766193	3185	575
T21-10-3_S6_R1_001	chr2_31198935	3090	511
T21-10-3_S6_R1_001	chr2_3323538	2536	439
T21-10-3_S6_R1_001	chr2_39665236	2515	438
T21-10-3_S6_R1_001	chr2_42844903	2876	478
T21-10-3_S6_R1_001	chr2_46512548	2942	495
T21-10-3_S6_R1_001	chr2_47653669	2551	430
T21-10-3_S6_R1_001	chr2_59344696	2414	492
T21-10-3_S6_R1_001	chr2_68077544	2627	488
T21-10-3_S6_R1_001	chr2_70411829	3219	547
T21-10-3_S6_R1_001	chr2_71830719	2544	401
T21-10-3_S6_R1_001	chr2_78404591	2835	432
T21-10-3_S6_R1_001	chr2_82461489	2842	439
T21-10-3_S6_R1_001	chr2_88350766	2739	484
T21-10-3_S6_R1_001	chr2_94878207	2616	422
T21-10-3_S6_R1_001	chr2_96661714	2650	434
T21-10-3_S6_R1_001	chr3_10115503	2397	446
T21-10-3_S6_R1_001	chr3_102471124	3164	516
T21-10-3_S6_R1_001	chr3_108590104	2784	486
T21-10-3_S6_R1_001	chr3_115933119	2845	507
T21-10-3_S6_R1_001	chr3_11643325	3318	535
